pathway	hgnc_symbol
hsa00340	UROC1
hsa00340	CARNMT1
hsa00340	AMDHD1
hsa00340	ALDH2
hsa00340	ALDH3A1
hsa00340	ALDH1B1
hsa00340	ALDH1A3
hsa00340	ALDH3B1
hsa00340	ALDH3B2
hsa00340	ALDH9A1
hsa00340	ALDH3A2
hsa00340	AOC1
hsa00340	HAL
hsa00340	HDC
hsa00340	HNMT
hsa00340	MAOA
hsa00340	MAOB
hsa00340	ASPA
hsa00340	ALDH7A1
hsa00340	CNDP2
hsa00340	CARNS1
hsa00340	CNDP1
hsa00350	ADH1A
hsa00350	ADH1B
hsa00350	ADH1C
hsa00350	ADH4
hsa00350	ADH5
hsa00350	ADH6
hsa00350	ADH7
hsa00350	COMT
hsa00350	DBH
hsa00350	DCT
hsa00350	DDC
hsa00350	ALDH3A1
hsa00350	FAH
hsa00350	ALDH1A3
hsa00350	
hsa00350	LRTOMT
hsa00350	ALDH3B1
hsa00350	ALDH3B2
hsa00350	IL4I1
hsa00350	GOT1
hsa00350	GOT2
hsa00350	GSTZ1
hsa00350	HGD
hsa00350	AOC2
hsa00350	AOX1
hsa00350	HPD
hsa00350	MAOA
hsa00350	MAOB
hsa00350	MIF
hsa00350	PNMT
hsa00350	TAT
hsa00350	TH
hsa00350	TPO
hsa00350	TYR
hsa00350	TYRP1
hsa00350	FAHD1
hsa00350	AOC3
hsa00360	GLYAT
hsa00360	DDC
hsa00360	ALDH3A1
hsa00360	ALDH1A3
hsa00360	ALDH3B1
hsa00360	ALDH3B2
hsa00360	IL4I1
hsa00360	GOT1
hsa00360	GOT2
hsa00360	AOC2
hsa00360	HPD
hsa00360	MAOA
hsa00360	MAOB
hsa00360	MIF
hsa00360	PAH
hsa00360	TAT
hsa00360	AOC3
hsa00380	INMT
hsa00380	TPH2
hsa00380	AFMID
hsa00380	ACMSD
hsa00380	AANAT
hsa00380	CYP1A1
hsa00380	CYP1A2
hsa00380	CYP1B1
hsa00380	DDC
hsa00380	IDO2
hsa00380	ECHS1
hsa00380	EHHADH
hsa00380	ALDH2
hsa00380	ALDH1B1
hsa00380	ALDH9A1
hsa00380	ALDH3A2
hsa00380	HAAO
hsa00380	IL4I1
hsa00380	AOC1
hsa00380	GCDH
hsa00380	HADHA
hsa00380	HADH
hsa00380	AOX1
hsa00380	IDO1
hsa00380	ACAT1
hsa00380	ACAT2
hsa00380	MAOA
hsa00380	MAOB
hsa00380	ASMT
hsa00380	OGDH
hsa00380	ALDH7A1
hsa00380	AADAT
hsa00380	OGDHL
hsa00380	KYAT3
hsa00380	TDO2
hsa00380	TPH1
hsa00380	CAT
hsa00380	KMO
hsa00380	KYAT1
hsa00380	KYNU
hsa00400	IL4I1
hsa00400	GOT1
hsa00400	GOT2
hsa00400	PAH
hsa00400	TAT
hsa00410	ABAT
hsa00410	DPYD
hsa00410	DPYS
hsa00410	ECHS1
hsa00410	EHHADH
hsa00410	ALDH2
hsa00410	ALDH3A1
hsa00410	ALDH1B1
hsa00410	ALDH1A3
hsa00410	ALDH3B1
hsa00410	ALDH3B2
hsa00410	ALDH9A1
hsa00410	ALDH3A2
hsa00410	MLYCD
hsa00410	GAD1
hsa00410	GAD2
hsa00410	HIBCH
hsa00410	HADHA
hsa00410	AOC2
hsa00410	GADL1
hsa00410	ACADM
hsa00410	ALDH6A1
hsa00410	ALDH7A1
hsa00410	UPB1
hsa00410	SMOX
hsa00410	CNDP2
hsa00410	CARNS1
hsa00410	SMS
hsa00410	SRM
hsa00410	CNDP1
hsa00410	AOC3
hsa00430	CDO1
hsa00430	GGT6
hsa00430	GAD1
hsa00430	GAD2
hsa00430	GGT1
hsa00430	GGT7
hsa00430	GGT5
hsa00430	GADL1
hsa00430	CSAD
hsa00430	BAAT
hsa00430	ADO
hsa00440	CEPT1
hsa00440	PCYT1A
hsa00440	CHPT1
hsa00440	PCYT2
hsa00440	SELENOI
hsa00440	PCYT1B
hsa00450	TXNRD2
hsa00450	INMT
hsa00450	TXNRD3
hsa00450	PSTK
hsa00450	CTH
hsa00450	SEPHS2
hsa00450	SEPHS1
hsa00450	MARS
hsa00450	MTR
hsa00450	SEPSECS
hsa00450	SCLY
hsa00450	KYAT3
hsa00450	TXNRD1
hsa00450	KYAT1
hsa00450	PAPSS2
hsa00450	PAPSS1
hsa00450	MARS2
hsa00471	GLS2
hsa00471	GLS
hsa00471	GLUD1
hsa00471	GLUD2
hsa00471	DGLUCY
hsa00472	DAO
hsa00480	GSTO2
hsa00480	GGT6
hsa00480	GSTA5
hsa00480	G6PD
hsa00480	GPX6
hsa00480	
hsa00480	GGT1
hsa00480	GGT7
hsa00480	GGT5
hsa00480	OPLAH
hsa00480	GCLC
hsa00480	GCLM
hsa00480	HPGDS
hsa00480	GPX1
hsa00480	GPX2
hsa00480	GPX3
hsa00480	GPX4
hsa00480	GPX5
hsa00480	GPX7
hsa00480	ANPEP
hsa00480	GSR
hsa00480	GSS
hsa00480	GSTA1
hsa00480	GSTA2
hsa00480	GSTA3
hsa00480	GSTA4
hsa00480	GSTM1
hsa00480	GSTM2
hsa00480	GSTM3
hsa00480	GSTM4
hsa00480	GSTM5
hsa00480	GSTP1
hsa00480	GSTT1
hsa00480	GSTT2
hsa00480	IDH1
hsa00480	IDH2
hsa00480	GSTK1
hsa00480	MGST1
hsa00480	MGST2
hsa00480	MGST3
hsa00480	GPX8
hsa00480	CHAC2
hsa00480	ODC1
hsa00480	RRM2B
hsa00480	LAP3
hsa00480	TXNDC12
hsa00480	NAT8B
hsa00480	PGD
hsa00480	RRM1
hsa00480	RRM2
hsa00480	GSTT2B
hsa00480	SMS
hsa00480	SRM
hsa00480	GGCT
hsa00480	CHAC1
hsa00480	NAT8
hsa00480	GSTO1
hsa00500	TREH
hsa00500	AGL
hsa00500	G6PC
hsa00500	GAA
hsa00500	GANC
hsa00500	GBE1
hsa00500	GCK
hsa00500	AMY1A
hsa00500	AMY1B
hsa00500	AMY1C
hsa00500	AMY2A
hsa00500	AMY2B
hsa00500	GPI
hsa00500	PGM2L1
hsa00500	GYG1
hsa00500	GYS1
hsa00500	GYS2
hsa00500	HK1
hsa00500	HK2
hsa00500	HK3
hsa00500	ENPP1
hsa00500	ENPP3
hsa00500	PGM1
hsa00500	PGM2
hsa00500	GBA3
hsa00500	G6PC2
hsa00500	PYGB
hsa00500	PYGL
hsa00500	PYGM
hsa00500	SI
hsa00500	UGP2
hsa00500	HKDC1
hsa00500	GYG2
hsa00500	MGAM
hsa00500	G6PC3
hsa00500	MGAM2
hsa00510	ALG3
hsa00510	MAN1A2
hsa00510	MAN1B1
hsa00510	MGAT4B
hsa00510	MGAT4A
hsa00510	ALG10B
hsa00510	MGAT5B
hsa00510	MGAT4D
hsa00510	DAD1
hsa00510	DDOST
hsa00510	DPAGT1
hsa00510	ALG14
hsa00510	STT3B
hsa00510	DOLK
hsa00510	GANAB
hsa00510	FUT8
hsa00510	MGAT4C
hsa00510	B4GALT1
hsa00510	ALG5
hsa00510	ALG6
hsa00510	STT3A
hsa00510	MAN1A1
hsa00510	MAN2A2
hsa00510	MAN2A1
hsa00510	MGAT1
hsa00510	MGAT2
hsa00510	MGAT3
hsa00510	MGAT5
hsa00510	ALG11
hsa00510	DPM3
hsa00510	ALG1
hsa00510	MAN1C1
hsa00510	DOLPP1
hsa00510	RPN1
hsa00510	RPN2
hsa00510	ST6GAL1
hsa00510	MOGS
hsa00510	ALG8
hsa00510	ALG12
hsa00510	ALG9
hsa00510	ALG13
hsa00510	TUSC3
hsa00510	ST6GAL2
hsa00510	ALG10
hsa00510	ALG2
hsa00510	B4GALT3
hsa00510	B4GALT2
hsa00510	DPM1
hsa00510	DPM2
hsa00511	NEU3
hsa00511	NEU4
hsa00511	AGA
hsa00511	MAN2B2
hsa00511	FUCA1
hsa00511	FUCA2
hsa00511	GBA
hsa00511	GLB1
hsa00511	HEXDC
hsa00511	HEXA
hsa00511	HEXB
hsa00511	MAN2C1
hsa00511	MAN2B1
hsa00511	MANBA
hsa00511	NEU1
hsa00511	NEU2
hsa00511	GBA2
hsa00511	ENGASE
hsa00512	POC1B-GALNT4
hsa00512	GALNT6
hsa00512	GALNT5
hsa00512	GALNT13
hsa00512	GALNT15
hsa00512	GALNTL5
hsa00512	B3GNT6
hsa00512	GALNT1
hsa00512	GALNT2
hsa00512	GALNT3
hsa00512	GALNT8
hsa00512	GCNT1
hsa00512	C1GALT1C1
hsa00512	GALNT18
hsa00512	GALNTL6
hsa00512	GALNT9
hsa00512	GCNT4
hsa00512	GALNT7
hsa00512	GALNT10
hsa00512	ST6GALNAC1
hsa00512	C1GALT1
hsa00512	GALNT16
hsa00512	GALNT11
hsa00512	GALNT17
hsa00512	ST3GAL1
hsa00512	ST3GAL2
hsa00512	GALNT14
hsa00512	GALNT12
hsa00512	GALNT4
hsa00512	GCNT3
hsa00512	B4GALT5
hsa00514	POMT1
hsa00514	B3GLCT
hsa00514	COLGALT2
hsa00514	POFUT2
hsa00514	POFUT1
hsa00514	B4GALT1
hsa00514	GXYLT1
hsa00514	EOGT
hsa00514	POMT2
hsa00514	LFNG
hsa00514	MFNG
hsa00514	POGLUT1
hsa00514	RFNG
hsa00514	ST6GAL1
hsa00514	ST3GAL3
hsa00514	GXYLT2
hsa00514	COLGALT1
hsa00514	ST6GAL2
hsa00514	OGT
hsa00514	B4GALT3
hsa00514	B4GALT2
hsa00514	PLOD3
hsa00515	RXYLT1
hsa00515	POMT1
hsa00515	FUT9
hsa00515	B4GAT1
hsa00515	LARGE2
hsa00515	B3GAT2
hsa00515	MGAT5B
hsa00515	B3GALNT2
hsa00515	FKTN
hsa00515	FUT4
hsa00515	B4GALT1
hsa00515	B3GAT1
hsa00515	POMT2
hsa00515	POMGNT1
hsa00515	ST3GAL3
hsa00515	ISPD
hsa00515	FKRP
hsa00515	POMK
hsa00515	POMGNT2
hsa00515	B4GALT3
hsa00515	B4GALT2
hsa00515	LARGE1
hsa00515	CHST10
hsa00520	GNPDA1
hsa00520	GNE
hsa00520	CHIT1
hsa00520	GNPDA2
hsa00520	NANP
hsa00520	CYB5R3
hsa00520	FUK
hsa00520	GALE
hsa00520	GALK1
hsa00520	GALT
hsa00520	GCK
hsa00520	GFPT1
hsa00520	CHIA
hsa00520	GMDS
hsa00520	GPI
hsa00520	GMPPB
hsa00520	GMPPA
hsa00520	HEXA
hsa00520	HEXB
hsa00520	HK1
hsa00520	HK2
hsa00520	HK3
hsa00520	MPI
hsa00520	AMDHD2
hsa00520	CYB5R4
hsa00520	CYB5R2
hsa00520	CYB5R1
hsa00520	PGM1
hsa00520	PGM3
hsa00520	PMM1
hsa00520	PMM2
hsa00520	NANS
hsa00520	PGM2
hsa00520	NAGK
hsa00520	CMAS
hsa00520	RENBP
hsa00520	CYB5RL
hsa00520	GNPNAT1
hsa00520	UAP1
hsa00520	TSTA3
hsa00520	UGDH
hsa00520	UGP2
hsa00520	UXS1
hsa00520	HKDC1
hsa00520	NPL
hsa00520	FPGT
hsa00520	UAP1L1
hsa00520	GFPT2
hsa00524	GCK
hsa00524	HK1
hsa00524	HK2
hsa00524	HK3
hsa00524	HKDC1
hsa00531	HPSE
hsa00531	HGSNAT
hsa00531	HYAL4
hsa00531	GALNS
hsa00531	GLB1
hsa00531	GNS
hsa00531	GUSB
hsa00531	HEXA
hsa00531	HEXB
hsa00531	HYAL1
hsa00531	IDS
hsa00531	IDUA
hsa00531	ARSB
hsa00531	NAGLU
hsa00531	HPSE2
hsa00531	SGSH
hsa00531	SPAM1
hsa00531	HYAL3
hsa00531	HYAL2
hsa00532	UST
hsa00532	B4GALT7
hsa00532	CHST14
hsa00532	B3GALT6
hsa00532	CHST13
hsa00532	CHSY1
hsa00532	B3GAT3
hsa00532	DSE
hsa00532	CHSY3
hsa00532	CHST11
hsa00532	CHST15
hsa00532	CHPF2
hsa00532	CSGALNACT2
hsa00532	CHST12
hsa00532	CSGALNACT1
hsa00532	CHST7
hsa00532	XYLT1
hsa00532	XYLT2
hsa00532	CHPF
hsa00532	CHST3
hsa00533	CHST4
hsa00533	B3GNT2
hsa00533	FUT8
hsa00533	B4GALT1
hsa00533	CHST6
hsa00533	ST3GAL1
hsa00533	ST3GAL2
hsa00533	ST3GAL3
hsa00533	CHST1
hsa00533	B4GALT4
hsa00533	B4GALT3
hsa00533	B4GALT2
hsa00533	B3GNT7
hsa00533	CHST2
hsa00534	B4GALT7
hsa00534	B3GALT6
hsa00534	EXT1
hsa00534	EXT2
hsa00534	EXTL1
hsa00534	EXTL2
hsa00534	EXTL3
hsa00534	HS3ST5
hsa00534	GLCE
hsa00534	B3GAT3
hsa00534	HS6ST3
hsa00534	NDST1
hsa00534	XYLT1
hsa00534	XYLT2
hsa00534	NDST4
hsa00534	NDST2
hsa00534	
hsa00534	HS6ST2
hsa00534	NDST3
hsa00534	HS6ST1
hsa00534	HS2ST1
hsa00534	HS3ST3B1
hsa00534	HS3ST3A1
hsa00534	HS3ST2
hsa00534	HS3ST1
hsa00561	AKR1A1
hsa00561	AGPAT1
hsa00561	AGPAT2
hsa00561	CEL
hsa00561	MGLL
hsa00561	MOGAT1
hsa00561	PNLIPRP3
hsa00561	MBOAT2
hsa00561	GLYCTK
hsa00561	GPAT4
hsa00561	DGKK
hsa00561	GPAT2
hsa00561	MBOAT1
hsa00561	DGKA
hsa00561	DGKB
hsa00561	DGKG
hsa00561	DGKH
hsa00561	DGKQ
hsa00561	PLPP4
hsa00561	ALDH2
hsa00561	ALDH1B1
hsa00561	ALDH9A1
hsa00561	ALDH3A2
hsa00561	AKR1B1
hsa00561	LPIN1
hsa00561	LCLAT1
hsa00561	TKFC
hsa00561	GK
hsa00561	GK2
hsa00561	GLA
hsa00561	MOGAT3
hsa00561	LIPC
hsa00561	LPL
hsa00561	ALDH7A1
hsa00561	PNLIP
hsa00561	PNLIPRP1
hsa00561	PNLIPRP2
hsa00561	AGPAT5
hsa00561	AGK
hsa00561	AGPAT3
hsa00561	AGPAT4
hsa00561	AKR1B10
hsa00561	PNPLA2
hsa00561	GPAM
hsa00561	LPIN3
hsa00561	MOGAT2
hsa00561	PNPLA3
hsa00561	PLPP5
hsa00561	DGAT2
hsa00561	GPAT3
hsa00561	LIPF
hsa00561	DGKZ
hsa00561	DGKE
hsa00561	DGKD
hsa00561	PLPP1
hsa00561	PLPP2
hsa00561	PLPP3
hsa00561	DGAT1
hsa00561	DGKI
hsa00561	LIPG
hsa00561	LPIN2
hsa00562	CDIPT
hsa00562	PLCD3
hsa00562	PIP5KL1
hsa00562	PIKFYVE
hsa00562	INPP5F
hsa00562	SACM1L
hsa00562	PLCH1
hsa00562	PLCB1
hsa00562	PIP5K1C
hsa00562	IPMK
hsa00562	INPP5J
hsa00562	IMPA1
hsa00562	IMPA2
hsa00562	INPP1
hsa00562	INPP4A
hsa00562	INPP5A
hsa00562	INPP5B
hsa00562	INPP5D
hsa00562	INPPL1
hsa00562	ITPK1
hsa00562	ITPKA
hsa00562	ITPKB
hsa00562	ALDH6A1
hsa00562	MTM1
hsa00562	OCRL
hsa00562	PLCE1
hsa00562	ISYNA1
hsa00562	INPP5K
hsa00562	PIK3C2A
hsa00562	PIK3C2B
hsa00562	PIK3C2G
hsa00562	PIK3C3
hsa00562	PIK3CA
hsa00562	PIK3CB
hsa00562	PIK3CD
hsa00562	PIK3CG
hsa00562	PI4KA
hsa00562	PI4KB
hsa00562	PIP4K2A
hsa00562	PLCB2
hsa00562	PLCB3
hsa00562	PLCB4
hsa00562	PLCD1
hsa00562	PLCG1
hsa00562	PLCG2
hsa00562	IMPAD1
hsa00562	
hsa00562	PI4K2B
hsa00562	PI4K2A
hsa00562	MIOX
hsa00562	MTMR8
hsa00562	INPP5E
hsa00562	PTEN
hsa00562	MTMR14
hsa00562	IPPK
hsa00562	TPI1
hsa00562	PIP4K2C
hsa00562	ITPKC
hsa00562	PIP5K1A
hsa00562	PIP5K1B
hsa00562	PIP4K2B
hsa00562	PLCD4
hsa00562	MTMR1
hsa00562	INPP4B
hsa00562	SYNJ1
hsa00562	SYNJ2
hsa00562	MTMR3
hsa00562	MTMR2
hsa00562	PLCZ1
hsa00562	MTMR6
hsa00562	MTMR7
hsa00562	MTMR4
hsa00562	MINPP1
hsa00562	PLCH2
hsa00562	FIG4
hsa00563	PIGK
hsa00563	PIGU
hsa00563	PIGN
hsa00563	GPLD1
hsa00563	PIGW
hsa00563	PIGP
hsa00563	PIGT
hsa00563	PIGA
hsa00563	PIGC
hsa00563	PIGF
hsa00563	PIGH
hsa00563	PIGG
hsa00563	PIGX
hsa00563	PIGV
hsa00563	PGAP1
hsa00563	PIGZ
hsa00563	PIGO
hsa00563	PIGY
hsa00563	GPAA1
hsa00563	DPM2
hsa00563	PIGQ
hsa00563	PIGM
hsa00563	PIGS
hsa00563	PIGL
hsa00563	PIGB
hsa00564	PLA2G4B
hsa00564	LPCAT3
hsa00564	CEPT1
hsa00564	CDS1
hsa00564	PEMT
hsa00564	CDIPT
hsa00564	LYPLA1
hsa00564	AGPAT1
hsa00564	AGPAT2
hsa00564	PNPLA6
hsa00564	CHAT
hsa00564	PLA2G16
hsa00564	CHKA
hsa00564	CHKB
hsa00564	LYPLA2
hsa00564	PLD4
hsa00564	PLA2G4E
hsa00564	MBOAT2
hsa00564	GPAT4
hsa00564	DGKK
hsa00564	GPAT2
hsa00564	PLB1
hsa00564	MBOAT1
hsa00564	DGKA
hsa00564	DGKB
hsa00564	DGKG
hsa00564	DGKH
hsa00564	DGKQ
hsa00564	PHOSPHO1
hsa00564	PLPP4
hsa00564	GPD1L
hsa00564	LPIN1
hsa00564	PLD3
hsa00564	PLA2G15
hsa00564	PISD
hsa00564	LCLAT1
hsa00564	LPCAT4
hsa00564	PLA2G4F
hsa00564	PLA2G2D
hsa00564	GPD1
hsa00564	GPD2
hsa00564	PLA2G4D
hsa00564	PLA2G2E
hsa00564	PNPLA7
hsa00564	PLA2G2C
hsa00564	LCAT
hsa00564	ACHE
hsa00564	PLA2G3
hsa00564	PCYT1A
hsa00564	PLA2G1B
hsa00564	PLA2G2A
hsa00564	PLA2G4A
hsa00564	PLA2G5
hsa00564	PLD1
hsa00564	PLD2
hsa00564	CRLS1
hsa00564	LPCAT2
hsa00564	ETNK2
hsa00564	AGPAT5
hsa00564	ETNK1
hsa00564	GPCPD1
hsa00564	AGPAT3
hsa00564	AGPAT4
hsa00564	ADPRM
hsa00564	CHPT1
hsa00564	GPAM
hsa00564	PCYT2
hsa00564	PLA2G2F
hsa00564	ETNPPL
hsa00564	LPIN3
hsa00564	TAZ
hsa00564	MBOAT7
hsa00564	LPCAT1
hsa00564	PTDSS2
hsa00564	PLA2G12A
hsa00564	PLA2G6
hsa00564	PLA2G10
hsa00564	GNPAT
hsa00564	PLPP5
hsa00564	PLA2G12B
hsa00564	GPAT3
hsa00564	DGKZ
hsa00564	DGKE
hsa00564	DGKD
hsa00564	SELENOI
hsa00564	PLA2G4C
hsa00564	PLPP1
hsa00564	PLPP2
hsa00564	PLPP3
hsa00564	JMJD7-PLA2G4B
hsa00564	CDS2
hsa00564	DGKI
hsa00564	PCYT1B
hsa00564	PGS1
hsa00564	LPIN2
hsa00564	PTDSS1
hsa00564	LPGAT1
hsa00565	PLA2G4B
hsa00565	CEPT1
hsa00565	PLA2G16
hsa00565	PLD4
hsa00565	PLA2G4E
hsa00565	ENPP6
hsa00565	PLB1
hsa00565	PLD3
hsa00565	LPCAT4
hsa00565	TMEM86B
hsa00565	PLA2G4F
hsa00565	PLA2G2D
hsa00565	PLA2G4D
hsa00565	GDPD1
hsa00565	PLA2G2E
hsa00565	PLA2G2C
hsa00565	PAFAH1B1
hsa00565	PLA2G3
hsa00565	PAFAH1B2
hsa00565	PAFAH1B3
hsa00565	PAFAH2
hsa00565	ENPP2
hsa00565	PLA2G1B
hsa00565	PLA2G2A
hsa00565	PLA2G4A
hsa00565	PLA2G5
hsa00565	PLD1
hsa00565	PLD2
hsa00565	LPCAT2
hsa00565	CHPT1
hsa00565	PLA2G2F
hsa00565	UGT8
hsa00565	GDPD3
hsa00565	PLA2G7
hsa00565	LPCAT1
hsa00565	PLA2G12A
hsa00565	PLA2G6
hsa00565	PLA2G10
hsa00565	PLA2G12B
hsa00565	AGPS
hsa00565	SELENOI
hsa00565	PLA2G4C
hsa00565	PLPP1
hsa00565	PLPP2
hsa00565	PLPP3
hsa00565	JMJD7-PLA2G4B
hsa00565	GAL3ST1
hsa00590	PLA2G4B
hsa00590	PTGES3
hsa00590	PLA2G16
hsa00590	CYP4F8
hsa00590	CYP2U1
hsa00590	PLA2G4E
hsa00590	FAM213B
hsa00590	PLB1
hsa00590	CYP2B6
hsa00590	CYP2C19
hsa00590	CYP2C8
hsa00590	CYP2C9
hsa00590	CYP2E1
hsa00590	CYP2J2
hsa00590	CYP4A11
hsa00590	EPHX2
hsa00590	ALOX12
hsa00590	ALOX5
hsa00590	ALOX12B
hsa00590	ALOX15
hsa00590	ALOX15B
hsa00590	PLA2G4F
hsa00590	GPX6
hsa00590	
hsa00590	PLA2G2D
hsa00590	GGT1
hsa00590	GGT5
hsa00590	HPGDS
hsa00590	PLA2G4D
hsa00590	CYP4A22
hsa00590	GPX1
hsa00590	GPX2
hsa00590	GPX3
hsa00590	GPX5
hsa00590	GPX7
hsa00590	PLA2G2E
hsa00590	PLA2G2C
hsa00590	LTA4H
hsa00590	CYP4F3
hsa00590	LTC4S
hsa00590	GPX8
hsa00590	PLA2G3
hsa00590	PLA2G1B
hsa00590	PLA2G2A
hsa00590	PLA2G4A
hsa00590	PLA2G5
hsa00590	PTGDS
hsa00590	PTGIS
hsa00590	PTGS1
hsa00590	PTGS2
hsa00590	PLA2G2F
hsa00590	TBXAS1
hsa00590	PTGES2
hsa00590	PLA2G12A
hsa00590	PLA2G6
hsa00590	PLA2G10
hsa00590	PLA2G12B
hsa00590	CYP4F2
hsa00590	PLA2G4C
hsa00590	AKR1C3
hsa00590	JMJD7-PLA2G4B
hsa00590	CBR1
hsa00590	CBR3
hsa00590	PTGES
hsa00591	PLA2G4B
hsa00591	PLA2G16
hsa00591	PLA2G4E
hsa00591	PLB1
hsa00591	CYP1A2
hsa00591	CYP2C19
hsa00591	CYP2C8
hsa00591	CYP2C9
hsa00591	CYP2E1
hsa00591	CYP2J2
hsa00591	CYP3A4
hsa00591	ALOX15
hsa00591	PLA2G4F
hsa00591	PLA2G2D
hsa00591	PLA2G4D
hsa00591	PLA2G2E
hsa00591	PLA2G2C
hsa00591	PLA2G3
hsa00591	PLA2G1B
hsa00591	PLA2G2A
hsa00591	PLA2G4A
hsa00591	PLA2G5
hsa00591	PLA2G2F
hsa00591	PLA2G12A
hsa00591	PLA2G6
hsa00591	PLA2G10
hsa00591	PLA2G12B
hsa00591	PLA2G4C
hsa00591	JMJD7-PLA2G4B
hsa00592	PLA2G4B
hsa00592	PLA2G16
hsa00592	PLA2G4E
hsa00592	PLB1
hsa00592	PLA2G4F
hsa00592	PLA2G2D
hsa00592	PLA2G4D
hsa00592	ACAA1
hsa00592	PLA2G2E
hsa00592	PLA2G2C
hsa00592	PLA2G3
hsa00592	ACOX1
hsa00592	PLA2G1B
hsa00592	PLA2G2A
hsa00592	PLA2G4A
hsa00592	PLA2G5
hsa00592	PLA2G2F
hsa00592	PLA2G12A
hsa00592	ACOX3
hsa00592	PLA2G6
hsa00592	PLA2G10
hsa00592	PLA2G12B
hsa00592	PLA2G4C
hsa00592	JMJD7-PLA2G4B
hsa00592	FADS2
hsa00600	SPTLC1
hsa00600	CERS1
hsa00600	NEU3
hsa00600	DEGS2
hsa00600	ACER1
hsa00600	NEU4
hsa00600	SGPP2
hsa00600	SGMS2
hsa00600	CERS3
hsa00600	KDSR
hsa00600	CERS6
hsa00600	GALC
hsa00600	SGMS1
hsa00600	GBA
hsa00600	GLA
hsa00600	GLB1
hsa00600	CERS2
hsa00600	ENPP7
hsa00600	ACER2
hsa00600	ARSA
hsa00600	ASAH1
hsa00600	NEU1
hsa00600	NEU2
hsa00600	SPTLC3
hsa00600	ACER3
hsa00600	SMPD3
hsa00600	SMPD4
hsa00600	ASAH2
hsa00600	SPHK2
hsa00600	GBA2
hsa00600	CERK
hsa00600	SMPD1
hsa00600	SMPD2
hsa00600	UGCG
hsa00600	UGT8
hsa00600	CERS4
hsa00600	SGPP1
hsa00600	DEGS1
hsa00600	PLPP1
hsa00600	PLPP2
hsa00600	PLPP3
hsa00600	SPHK1
hsa00600	SGPL1
hsa00600	CERS5
hsa00600	B4GALT6
hsa00600	GAL3ST1
hsa00600	SPTLC2
hsa00601	B3GALT5
hsa00601	B3GNT3
hsa00601	ST3GAL6
hsa00601	B3GNT2
hsa00601	FUT9
hsa00601	FUT1
hsa00601	FUT2
hsa00601	FUT3
hsa00601	FUT4
hsa00601	FUT5
hsa00601	FUT6
hsa00601	FUT7
hsa00601	GCNT2
hsa00601	B4GALT1
hsa00601	ABO
hsa00601	A4GALT
hsa00601	ST3GAL4
hsa00601	ST3GAL3
hsa00601	ST8SIA1
hsa00601	B3GNT4
hsa00601	B3GNT5
hsa00601	B4GALT4
hsa00601	B4GALT3
hsa00601	B4GALT2
hsa00601	B3GALNT1
hsa00601	B3GALT2
hsa00601	B3GALT1
hsa00603	B3GALT5
hsa00603	FUT9
hsa00603	A3GALT2
hsa00603	FUT1
hsa00603	FUT2
hsa00603	GBGT1
hsa00603	GLA
hsa00603	HEXA
hsa00603	HEXB
hsa00603	NAGA
hsa00603	A4GALT
hsa00603	ST3GAL1
hsa00603	ST3GAL2
hsa00603	ST8SIA1
hsa00603	B3GALNT1
hsa00604	ST6GALNAC3
hsa00604	B4GALNT1
hsa00604	ST6GALNAC4
hsa00604	GLB1
hsa00604	ST8SIA5
hsa00604	HEXA
hsa00604	HEXB
hsa00604	ST6GALNAC6
hsa00604	ST3GAL1
hsa00604	ST3GAL2
hsa00604	ST8SIA1
hsa00604	ST6GALNAC5
hsa00604	B3GALT4
hsa00604	ST3GAL5
hsa00604	SLC33A1
hsa00620	ME3
hsa00620	ACOT12
hsa00620	LDHAL6A
hsa00620	DLAT
hsa00620	DLD
hsa00620	LDHD
hsa00620	ALDH2
hsa00620	ALDH1B1
hsa00620	ALDH9A1
hsa00620	ALDH3A2
hsa00620	FH
hsa00620	GLO1
hsa00620	HAGH
hsa00620	ACACA
hsa00620	ACACB
hsa00620	ACAT1
hsa00620	ACAT2
hsa00620	LDHA
hsa00620	LDHB
hsa00620	LDHC
hsa00620	MDH1
hsa00620	MDH2
hsa00620	ME1
hsa00620	ME2
hsa00620	ALDH7A1
hsa00620	PC
hsa00620	PCK1
hsa00620	PCK2
hsa00620	PDHA1
hsa00620	PDHA2
hsa00620	PDHB
hsa00620	PKLR
hsa00620	PKM
hsa00620	ACSS2
hsa00620	ACSS1
hsa00620	LDHAL6B
hsa00620	GRHPR
hsa00620	ACYP1
hsa00620	ACYP2
hsa00630	HOGA1
hsa00630	AFMID
hsa00630	GLYCTK
hsa00630	CS
hsa00630	DLD
hsa00630	AGXT
hsa00630	GCSH
hsa00630	GLDC
hsa00630	AMT
hsa00630	GLUL
hsa00630	PGP
hsa00630	ACAT1
hsa00630	ACAT2
hsa00630	MDH1
hsa00630	MDH2
hsa00630	MUT
hsa00630	ACO1
hsa00630	ACO2
hsa00630	PCCA
hsa00630	PCCB
hsa00630	HAO2
hsa00630	HAO1
hsa00630	ACSS2
hsa00630	SHMT1
hsa00630	SHMT2
hsa00630	HYI
hsa00630	ACSS1
hsa00630	MCEE
hsa00630	CAT
hsa00630	GRHPR
hsa00640	LDHAL6A
hsa00640	DBT
hsa00640	DLD
hsa00640	ABAT
hsa00640	ECHS1
hsa00640	EHHADH
hsa00640	MLYCD
hsa00640	HIBCH
