ChEMBLID	study	gene_name	drug_name	interaction_claim_source
CHEMBL479	Donertas2018	HTR1A	THIORIDAZINE	GuideToPharmacologyInteractions
CHEMBL479	Donertas2018	DRD1	THIORIDAZINE	TEND
CHEMBL479	Donertas2018	DRD4	THIORIDAZINE	ChemblInteractions
CHEMBL479	Donertas2018	DRD1	THIORIDAZINE	TdgClinicalTrial
CHEMBL479	Donertas2018	ADRA1A	THIORIDAZINE	TdgClinicalTrial
CHEMBL479	Donertas2018	DRD1	THIORIDAZINE	GuideToPharmacologyInteractions
CHEMBL479	Donertas2018	DRD2	THIORIDAZINE	TdgClinicalTrial
CHEMBL479	Donertas2018	DRD2	THIORIDAZINE	ChemblInteractions
CHEMBL479	Donertas2018	CYP2D6	THIORIDAZINE	FDA
CHEMBL479	Donertas2018	DRD3	THIORIDAZINE	ChemblInteractions
CHEMBL479	Donertas2018	HTR2A	THIORIDAZINE	ChemblInteractions
CHEMBL479	Donertas2018	HRH1	THIORIDAZINE	GuideToPharmacologyInteractions
CHEMBL479	Donertas2018	DRD2	THIORIDAZINE	TEND
CHEMBL479	Donertas2018	HTR2A	THIORIDAZINE	TEND
CHEMBL479	Donertas2018	ADRA1A	THIORIDAZINE	TEND
CHEMBL479	Donertas2018	HTR2A	THIORIDAZINE	TdgClinicalTrial
CHEMBL479	Donertas2018	DRD5	THIORIDAZINE	GuideToPharmacologyInteractions
CHEMBL479	Donertas2018	HTR6	THIORIDAZINE	GuideToPharmacologyInteractions
CHEMBL479	Donertas2018	HTR2C	THIORIDAZINE	ChemblInteractions
CHEMBL413	Donertas2018	PIK3CA	SIROLIMUS	CIViC
CHEMBL413	Donertas2018	TGM2	SIROLIMUS	NCI
CHEMBL413	Donertas2018	HRAS	SIROLIMUS	CKB
CHEMBL413	Donertas2018	NFE2L2	SIROLIMUS	NCI
CHEMBL413	Donertas2018	FBXW7	SIROLIMUS	CKB
CHEMBL413	Donertas2018	IL10	SIROLIMUS	NCI
CHEMBL413	Donertas2018	EGFR	SIROLIMUS	CIViC
CHEMBL413	Donertas2018	PIK3CA	SIROLIMUS	NCI
CHEMBL413	Donertas2018	AKT1	SIROLIMUS	CKB
CHEMBL413	Donertas2018	FKBP1A	SIROLIMUS	TEND
CHEMBL413	Donertas2018	FBXW7	SIROLIMUS	CGI
CHEMBL413	Donertas2018	FKBP1A	SIROLIMUS	ChemblInteractions
CHEMBL413	Donertas2018	NF1	SIROLIMUS	CIViC
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	MyCancerGenome
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	ClearityFoundationClinicalTrial
CHEMBL413	Donertas2018	EML4	SIROLIMUS	CKB
CHEMBL413	Donertas2018	TP53	SIROLIMUS	NCI
CHEMBL413	Donertas2018	IL7	SIROLIMUS	NCI
CHEMBL413	Donertas2018	STK11	SIROLIMUS	CKB
CHEMBL413	Donertas2018	EGFR	SIROLIMUS	CGI
CHEMBL413	Donertas2018	FGF2	SIROLIMUS	TdgClinicalTrial
CHEMBL413	Donertas2018	PIK3CA	SIROLIMUS	CKB
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	CGI
CHEMBL413	Donertas2018	NOS1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	ABCG2	SIROLIMUS	NCI
CHEMBL413	Donertas2018	MCL1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	PLAU	SIROLIMUS	NCI
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	CIViC
CHEMBL413	Donertas2018	RBL2	SIROLIMUS	NCI
CHEMBL413	Donertas2018	DDIT3	SIROLIMUS	NCI
CHEMBL413	Donertas2018	BAX	SIROLIMUS	NCI
CHEMBL413	Donertas2018	FKBP1A	SIROLIMUS	GuideToPharmacologyInteractions
CHEMBL413	Donertas2018	ABCB1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	TdgClinicalTrial
CHEMBL413	Donertas2018	CTLA4	SIROLIMUS	NCI
CHEMBL413	Donertas2018	WT1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	PGR	SIROLIMUS	NCI
CHEMBL413	Donertas2018	PIM1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	IGFBP1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	TALC
CHEMBL413	Donertas2018	RB1	SIROLIMUS	CKB
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	DoCM
CHEMBL413	Donertas2018	PTEN	SIROLIMUS	CGI
CHEMBL413	Donertas2018	TSC1	SIROLIMUS	CIViC
CHEMBL413	Donertas2018	FKBP4	SIROLIMUS	NCI
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	TTD
CHEMBL413	Donertas2018	EIF4E	SIROLIMUS	NCI
CHEMBL413	Donertas2018	KRAS	SIROLIMUS	CKB
CHEMBL413	Donertas2018	DDC	SIROLIMUS	NCI
CHEMBL413	Donertas2018	EGFR	SIROLIMUS	CKB
CHEMBL413	Donertas2018	MAPK10	SIROLIMUS	NCI
CHEMBL413	Donertas2018	ERBB2	SIROLIMUS	CIViC
CHEMBL413	Donertas2018	NF1	SIROLIMUS	CGI
CHEMBL413	Donertas2018	PRKAA1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	APC	SIROLIMUS	CKB
CHEMBL413	Donertas2018	IL17A	SIROLIMUS	NCI
CHEMBL413	Donertas2018	FGFR1	SIROLIMUS	CKB
CHEMBL413	Donertas2018	IL15	SIROLIMUS	NCI
CHEMBL413	Donertas2018	RPS6KB1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	TP53	SIROLIMUS	CKB
CHEMBL413	Donertas2018	MTOR	SIROLIMUS	OncoKB
CHEMBL413	Donertas2018	FBXW7	SIROLIMUS	CIViC
CHEMBL413	Donertas2018	FKBP1A	SIROLIMUS	TdgClinicalTrial
CHEMBL413	Donertas2018	DCN	SIROLIMUS	NCI
CHEMBL413	Donertas2018	MMP1	SIROLIMUS	NCI
CHEMBL413	Donertas2018	EGFR	SIROLIMUS	DoCM
CHEMBL413	Donertas2018	ITGAL	SIROLIMUS	NCI
CHEMBL428496	Donertas2018	CRHR2	WORTMANNIN	TTD
CHEMBL428496	Donertas2018	EIF2B1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	PI4KB	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Donertas2018	SLC1A1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	NRG1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	GADD45A	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	SLC2A4	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	F2R	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	CTLA4	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	SPP1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	HGF	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	TRPV1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	MYO9B	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	NTRK1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	AKT1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	PI4KA	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Donertas2018	PLK1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	HSPA4	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	MAPK10	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	CRHR2	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Donertas2018	PIK3CA	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Donertas2018	PRKDC	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Donertas2018	TAC1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	PRKAB1	WORTMANNIN	NCI
CHEMBL428496	Donertas2018	CRHR1	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Donertas2018	CRHR2	WORTMANNIN	TdgClinicalTrial
CHEMBL428496	Donertas2018	NFE2L2	WORTMANNIN	NCI
CHEMBL165	Donertas2018	PPARG	RESVERATROL	GuideToPharmacologyInteractions
CHEMBL165	Donertas2018	IL1B	RESVERATROL	NCI
CHEMBL165	Donertas2018	RIPK1	RESVERATROL	NCI
CHEMBL165	Donertas2018	HGF	RESVERATROL	NCI
CHEMBL165	Donertas2018	BGLAP	RESVERATROL	NCI
CHEMBL165	Donertas2018	PRKD1	RESVERATROL	NCI
CHEMBL165	Donertas2018	DIABLO	RESVERATROL	NCI
CHEMBL165	Donertas2018	GDF15	RESVERATROL	NCI
CHEMBL165	Donertas2018	CEL	RESVERATROL	NCI
CHEMBL165	Donertas2018	CPT2	RESVERATROL	GuideToPharmacologyInteractions
CHEMBL165	Donertas2018	GSTP1	RESVERATROL	NCI
CHEMBL165	Donertas2018	PIK3CA	RESVERATROL	NCI
CHEMBL165	Donertas2018	PECAM1	RESVERATROL	NCI
CHEMBL165	Donertas2018	MMP2	RESVERATROL	NCI
CHEMBL165	Donertas2018	CDK2	RESVERATROL	NCI
CHEMBL165	Donertas2018	PDE4D	RESVERATROL	TdgClinicalTrial
CHEMBL165	Donertas2018	SLC2A4	RESVERATROL	NCI
CHEMBL165	Donertas2018	PDE4B	RESVERATROL	TdgClinicalTrial
CHEMBL165	Donertas2018	HSPB2	RESVERATROL	NCI
CHEMBL165	Donertas2018	BIRC5	RESVERATROL	NCI
CHEMBL165	Donertas2018	MAPK14	RESVERATROL	NCI
CHEMBL178	Donertas2018	GSTP1	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	KMT2A	DAUNORUBICIN	CGI
CHEMBL178	Donertas2018	GATA1	DAUNORUBICIN	CKB
CHEMBL178	Donertas2018	TOP2A	DAUNORUBICIN	TdgClinicalTrial
CHEMBL178	Donertas2018	CYP1A1	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	TYMS	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	WT1	DAUNORUBICIN	CIViC
CHEMBL178	Donertas2018	FLT3	DAUNORUBICIN	CKB
CHEMBL178	Donertas2018	TOP2A	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	FLT3	DAUNORUBICIN	CIViC
CHEMBL178	Donertas2018	DNMT3A	DAUNORUBICIN	CGI
CHEMBL178	Donertas2018	TOP2B	DAUNORUBICIN	TdgClinicalTrial
CHEMBL178	Donertas2018	ABCB1	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	FAS	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	RPSA	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	NPM1	DAUNORUBICIN	CGI
CHEMBL178	Donertas2018	FLT3	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	ANXA5	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	TP53	DAUNORUBICIN	CKB
CHEMBL178	Donertas2018	ABCC1	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	CDK2	DAUNORUBICIN	NCI
CHEMBL178	Donertas2018	APP	DAUNORUBICIN	NCI
CHEMBL481	Donertas2018	DKK1	IRINOTECAN	CIViC
CHEMBL481	Donertas2018	MGMT	IRINOTECAN	NCI
CHEMBL481	Donertas2018	TOP1	IRINOTECAN	CIViC
CHEMBL481	Donertas2018	TOP1	IRINOTECAN	TEND
CHEMBL481	Donertas2018	UGT1A1	IRINOTECAN	CGI
CHEMBL481	Donertas2018	BRCA1	IRINOTECAN	CKB
CHEMBL481	Donertas2018	TOP1	IRINOTECAN	ClearityFoundationClinicalTrial
CHEMBL481	Donertas2018	TP53	IRINOTECAN	CKB
CHEMBL481	Donertas2018	RAD50	IRINOTECAN	CIViC
CHEMBL481	Donertas2018	ATRX	IRINOTECAN	CKB
CHEMBL481	Donertas2018	ERBB2	IRINOTECAN	CIViC
CHEMBL481	Donertas2018	BIRC5	IRINOTECAN	NCI
CHEMBL481	Donertas2018	TOP1	IRINOTECAN	MyCancerGenomeClinicalTrial
CHEMBL481	Donertas2018	ABCC1	IRINOTECAN	NCI
CHEMBL481	Donertas2018	ATM	IRINOTECAN	CGI
CHEMBL481	Donertas2018	TYMS	IRINOTECAN	CIViC
CHEMBL481	Donertas2018	BRAF	IRINOTECAN	CIViC
CHEMBL481	Donertas2018	TOP1	IRINOTECAN	ClearityFoundationBiomarkers
CHEMBL481	Donertas2018	E2F1	IRINOTECAN	NCI
CHEMBL481	Donertas2018	RUNX3	IRINOTECAN	NCI
CHEMBL481	Donertas2018	MTHFR	IRINOTECAN	NCI
CHEMBL481	Donertas2018	UGT1A1	IRINOTECAN	FDA
CHEMBL481	Donertas2018	ATM	IRINOTECAN	CKB
CHEMBL481	Donertas2018	BCHE	IRINOTECAN	NCI
CHEMBL481	Donertas2018	MAPK10	IRINOTECAN	NCI
CHEMBL481	Donertas2018	GSTP1	IRINOTECAN	NCI
CHEMBL481	Donertas2018	TOP1MT	IRINOTECAN	TdgClinicalTrial
CHEMBL481	Donertas2018	ISG15	IRINOTECAN	MyCancerGenomeClinicalTrial
CHEMBL481	Donertas2018	AKT1	IRINOTECAN	CKB
CHEMBL481	Donertas2018	SMAD4	IRINOTECAN	CKB
CHEMBL481	Donertas2018	TOP1	IRINOTECAN	TdgClinicalTrial
CHEMBL481	Donertas2018	RAD50	IRINOTECAN	CGI
CHEMBL481	Donertas2018	EGFR	IRINOTECAN	CKB
CHEMBL481	Donertas2018	CDKN1A	IRINOTECAN	NCI
CHEMBL481	Donertas2018	BRAF	IRINOTECAN	CKB
CHEMBL481	Donertas2018	KRAS	IRINOTECAN	CKB
CHEMBL481	Donertas2018	PIK3CA	IRINOTECAN	CKB
CHEMBL481	Donertas2018	PIK3CA	IRINOTECAN	NCI
CHEMBL481	Donertas2018	BRCA2	IRINOTECAN	CKB
CHEMBL481	Donertas2018	GSTM1	IRINOTECAN	NCI
CHEMBL65	Donertas2018	MAPK9	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	XRCC5	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	TOP1	CAMPTOTHECIN	TdgClinicalTrial
CHEMBL65	Donertas2018	MCL1	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	PIK3CB	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	ABCB1	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	PIK3CA	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	HUS1	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	TOP2A	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	STAG2	CAMPTOTHECIN	CKB
CHEMBL65	Donertas2018	DCK	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	COL18A1	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	BIRC5	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	BAX	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	WRN	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	TGM2	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	CDK4	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	BDNF	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	KRAS	CAMPTOTHECIN	CKB
CHEMBL65	Donertas2018	GSTP1	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	VDR	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	PIK3CA	CAMPTOTHECIN	CKB
CHEMBL65	Donertas2018	MGMT	CAMPTOTHECIN	NCI
CHEMBL65	Donertas2018	TOP1	CAMPTOTHECIN	ClearityFoundationClinicalTrial
CHEMBL65	Donertas2018	THBS1	CAMPTOTHECIN	NCI
CHEMBL356066	Fernandes2016	HDAC3	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	HDAC2	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	HDAC1	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	HDAC4	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	HDAC9	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	HDAC7	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	HDAC1	DACINOSTAT	TTD
CHEMBL356066	Fernandes2016	HDAC5	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	KMT2A	DACINOSTAT	CKB
CHEMBL356066	Fernandes2016	HDAC6	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL356066	Fernandes2016	HDAC8	DACINOSTAT	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	HDAC5	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	HDAC8	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	HDAC5	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC2	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC2	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	MYC	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	CXCL8	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	HDAC1	CHEMBL1213492	TTD
CHEMBL1213492	Fernandes2016	HDAC10	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC9	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC7	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC7	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC8	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC6	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC4	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	HDAC3	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	RET	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	HDAC1	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	SCG5	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	HDAC6	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	APC	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	ABCB1	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	HDAC8	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC1	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC4	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC3	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	CDKN1C	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	HDAC4	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	JAK2	CHEMBL1213492	TTD
CHEMBL1213492	Fernandes2016	HDAC2	CHEMBL1213492	TALC
CHEMBL1213492	Fernandes2016	HDAC9	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC1	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC3	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	MCL1	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	NR4A1	CHEMBL1213492	NCI
CHEMBL1213492	Fernandes2016	HDAC5	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC7	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	HDAC9	CHEMBL1213492	GuideToPharmacologyInteractions
CHEMBL1213492	Fernandes2016	HDAC6	CHEMBL1213492	TdgClinicalTrial
CHEMBL1213492	Fernandes2016	HDAC10	CHEMBL1213492	TdgClinicalTrial
CHEMBL2103863	Fernandes2016	HDAC9	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC7	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC8	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC4	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC10	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC2	ABEXINOSTAT	TdgClinicalTrial
CHEMBL2103863	Fernandes2016	HDAC3	ABEXINOSTAT	TdgClinicalTrial
CHEMBL2103863	Fernandes2016	HDAC2	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC1	ABEXINOSTAT	TdgClinicalTrial
CHEMBL2103863	Fernandes2016	HDAC3	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC3	ABEXINOSTAT	GuideToPharmacologyInteractions
CHEMBL2103863	Fernandes2016	HDAC1	ABEXINOSTAT	GuideToPharmacologyInteractions
CHEMBL2103863	Fernandes2016	HDAC6	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC10	ABEXINOSTAT	TdgClinicalTrial
CHEMBL2103863	Fernandes2016	HDAC1	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC5	ABEXINOSTAT	TALC
CHEMBL2103863	Fernandes2016	HDAC6	ABEXINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	UGT1A1	BELINOSTAT	CIViC
CHEMBL408513	Fernandes2016	HDAC2	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC4	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC10	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC4	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC1	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC10	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC5	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC7	BELINOSTAT	MyCancerGenome
CHEMBL408513	Fernandes2016	HDAC9	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	HDAC9	BELINOSTAT	MyCancerGenome
CHEMBL408513	Fernandes2016	HDAC11	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC2	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC4	BELINOSTAT	MyCancerGenome
CHEMBL408513	Fernandes2016	HDAC7	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC2	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	HDAC5	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC1	BELINOSTAT	MyCancerGenome
CHEMBL408513	Fernandes2016	HDAC4	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC2	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC3	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC9	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC1	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC5	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC3	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	HDAC9	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC6	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC7	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC1	BELINOSTAT	TTD
CHEMBL408513	Fernandes2016	KMT2A	BELINOSTAT	CGI
CHEMBL408513	Fernandes2016	HDAC8	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC4	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	HDAC11	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC3	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC6	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC10	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC6	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC6	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	UGT1A1	BELINOSTAT	FDA
CHEMBL408513	Fernandes2016	HDAC1	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC1	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	HDAC3	BELINOSTAT	TALC
CHEMBL408513	Fernandes2016	HDAC7	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	FBXW7	BELINOSTAT	CKB
CHEMBL408513	Fernandes2016	HDAC7	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	HDAC8	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL408513	Fernandes2016	HDAC8	BELINOSTAT	TdgClinicalTrial
CHEMBL408513	Fernandes2016	HDAC8	BELINOSTAT	ChemblInteractions
CHEMBL408513	Fernandes2016	HDAC5	BELINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC7	VORINOSTAT	MyCancerGenome
CHEMBL98	Fernandes2016	HDAC8	VORINOSTAT	TEND
CHEMBL98	Fernandes2016	RB1	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	HDAC11	VORINOSTAT	ClearityFoundationClinicalTrial
CHEMBL98	Fernandes2016	HDAC10	VORINOSTAT	ClearityFoundationClinicalTrial
CHEMBL98	Fernandes2016	HDAC8	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	HDAC10	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC9	VORINOSTAT	ClearityFoundationClinicalTrial
CHEMBL98	Fernandes2016	HDAC3	VORINOSTAT	ChemblInteractions
CHEMBL98	Fernandes2016	HDAC4	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	GNA11	VORINOSTAT	CGI
CHEMBL98	Fernandes2016	HDAC1	VORINOSTAT	TTD
CHEMBL98	Fernandes2016	HDAC1	VORINOSTAT	TEND
CHEMBL98	Fernandes2016	FBXW7	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	HDAC4	VORINOSTAT	MyCancerGenome
CHEMBL98	Fernandes2016	HDAC3	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	HDAC6	VORINOSTAT	TdgClinicalTrial
CHEMBL98	Fernandes2016	EZH2	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	HDAC2	VORINOSTAT	TEND
CHEMBL98	Fernandes2016	HDAC5	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	SMARCB1	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	TP53	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	HDAC2	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	HDAC6	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC11	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	HDAC5	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC7	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	MYD88	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	BAP1	VORINOSTAT	CIViC
CHEMBL98	Fernandes2016	HDAC10	VORINOSTAT	TALC
