Study	pathID	Pathway	percentageTargeted	percentage_in_Human_GenAge	percentage_in_Model_GenAge	percentage_targeted_by_DrugAge
Barardo2017	hsa04640	Hematopoietic cell lineage	0.04054054054054054	0.06756756756756757	0.013513513513513514	0.14864864864864866
Calvert2016	hsa04640	Hematopoietic cell lineage	0.02702702702702703	0.06756756756756757	0.013513513513513514	0.14864864864864866
Donertas2018	hsa04640	Hematopoietic cell lineage	0.08108108108108109	0.06756756756756757	0.013513513513513514	0.14864864864864866
Fernandes2016	hsa04640	Hematopoietic cell lineage	0	0.06756756756756757	0.013513513513513514	0.14864864864864866
Fuentealba2018	hsa04640	Hematopoietic cell lineage	0.05405405405405406	0.06756756756756757	0.013513513513513514	0.14864864864864866
Liu2016	hsa04640	Hematopoietic cell lineage	0.05405405405405406	0.06756756756756757	0.013513513513513514	0.14864864864864866
Mofidifar2018	hsa04640	Hematopoietic cell lineage	0	0.06756756756756757	0.013513513513513514	0.14864864864864866
Snell2016	hsa04640	Hematopoietic cell lineage	0.04054054054054054	0.06756756756756757	0.013513513513513514	0.14864864864864866
Snell2018	hsa04640	Hematopoietic cell lineage	0.04054054054054054	0.06756756756756757	0.013513513513513514	0.14864864864864866
Yang2018	hsa04640	Hematopoietic cell lineage	0	0.06756756756756757	0.013513513513513514	0.14864864864864866
Ziehm2017	hsa04640	Hematopoietic cell lineage	0.05405405405405406	0.06756756756756757	0.013513513513513514	0.14864864864864866
Aliper2016	hsa04650	Natural killer cell mediated cytotoxicity	0.10144927536231885	0.17391304347826086	0.18840579710144928	0.37681159420289856
Barardo2017	hsa04650	Natural killer cell mediated cytotoxicity	0.057971014492753624	0.17391304347826086	0.18840579710144928	0.37681159420289856
Calvert2016	hsa04650	Natural killer cell mediated cytotoxicity	0.14492753623188406	0.17391304347826086	0.18840579710144928	0.37681159420289856
Donertas2018	hsa04650	Natural killer cell mediated cytotoxicity	0.2028985507246377	0.17391304347826086	0.18840579710144928	0.37681159420289856
Fernandes2016	hsa04650	Natural killer cell mediated cytotoxicity	0.08695652173913043	0.17391304347826086	0.18840579710144928	0.37681159420289856
Fuentealba2018	hsa04650	Natural killer cell mediated cytotoxicity	0.2028985507246377	0.17391304347826086	0.18840579710144928	0.37681159420289856
Liu2016	hsa04650	Natural killer cell mediated cytotoxicity	0.10144927536231885	0.17391304347826086	0.18840579710144928	0.37681159420289856
Mofidifar2018	hsa04650	Natural killer cell mediated cytotoxicity	0	0.17391304347826086	0.18840579710144928	0.37681159420289856
Snell2016	hsa04650	Natural killer cell mediated cytotoxicity	0.10144927536231885	0.17391304347826086	0.18840579710144928	0.37681159420289856
Snell2018	hsa04650	Natural killer cell mediated cytotoxicity	0.08695652173913043	0.17391304347826086	0.18840579710144928	0.37681159420289856
Yang2018	hsa04650	Natural killer cell mediated cytotoxicity	0	0.17391304347826086	0.18840579710144928	0.37681159420289856
Ziehm2017	hsa04650	Natural killer cell mediated cytotoxicity	0.2028985507246377	0.17391304347826086	0.18840579710144928	0.37681159420289856
Aliper2016	hsa04657	IL-17 signaling pathway	0.09836065573770492	0.2459016393442623	0.11475409836065574	0.29508196721311475
Barardo2017	hsa04657	IL-17 signaling pathway	0.01639344262295082	0.2459016393442623	0.11475409836065574	0.29508196721311475
Calvert2016	hsa04657	IL-17 signaling pathway	0.08196721311475409	0.2459016393442623	0.11475409836065574	0.29508196721311475
Donertas2018	hsa04657	IL-17 signaling pathway	0.19672131147540983	0.2459016393442623	0.11475409836065574	0.29508196721311475
Fernandes2016	hsa04657	IL-17 signaling pathway	0.03278688524590164	0.2459016393442623	0.11475409836065574	0.29508196721311475
Fuentealba2018	hsa04657	IL-17 signaling pathway	0.06557377049180328	0.2459016393442623	0.11475409836065574	0.29508196721311475
Liu2016	hsa04657	IL-17 signaling pathway	0.14754098360655737	0.2459016393442623	0.11475409836065574	0.29508196721311475
Mofidifar2018	hsa04657	IL-17 signaling pathway	0.01639344262295082	0.2459016393442623	0.11475409836065574	0.29508196721311475
Snell2016	hsa04657	IL-17 signaling pathway	0.09836065573770492	0.2459016393442623	0.11475409836065574	0.29508196721311475
Snell2018	hsa04657	IL-17 signaling pathway	0.08196721311475409	0.2459016393442623	0.11475409836065574	0.29508196721311475
Yang2018	hsa04657	IL-17 signaling pathway	0	0.2459016393442623	0.11475409836065574	0.29508196721311475
Ziehm2017	hsa04657	IL-17 signaling pathway	0.06557377049180328	0.2459016393442623	0.11475409836065574	0.29508196721311475
Aliper2016	hsa04658	Th1 and Th2 cell differentiation	0.04838709677419355	0.20967741935483872	0.1935483870967742	0.20967741935483872
Barardo2017	hsa04658	Th1 and Th2 cell differentiation	0.03225806451612903	0.20967741935483872	0.1935483870967742	0.20967741935483872
Calvert2016	hsa04658	Th1 and Th2 cell differentiation	0.03225806451612903	0.20967741935483872	0.1935483870967742	0.20967741935483872
Donertas2018	hsa04658	Th1 and Th2 cell differentiation	0.11290322580645161	0.20967741935483872	0.1935483870967742	0.20967741935483872
Fernandes2016	hsa04658	Th1 and Th2 cell differentiation	0.04838709677419355	0.20967741935483872	0.1935483870967742	0.20967741935483872
Fuentealba2018	hsa04658	Th1 and Th2 cell differentiation	0.08064516129032258	0.20967741935483872	0.1935483870967742	0.20967741935483872
Liu2016	hsa04658	Th1 and Th2 cell differentiation	0.0967741935483871	0.20967741935483872	0.1935483870967742	0.20967741935483872
Mofidifar2018	hsa04658	Th1 and Th2 cell differentiation	0	0.20967741935483872	0.1935483870967742	0.20967741935483872
Snell2016	hsa04658	Th1 and Th2 cell differentiation	0.06451612903225806	0.20967741935483872	0.1935483870967742	0.20967741935483872
Snell2018	hsa04658	Th1 and Th2 cell differentiation	0.08064516129032258	0.20967741935483872	0.1935483870967742	0.20967741935483872
Yang2018	hsa04658	Th1 and Th2 cell differentiation	0	0.20967741935483872	0.1935483870967742	0.20967741935483872
Ziehm2017	hsa04658	Th1 and Th2 cell differentiation	0.11290322580645161	0.20967741935483872	0.1935483870967742	0.20967741935483872
Aliper2016	hsa04659	Th17 cell differentiation	0.05	0.2375	0.1625	0.25
Barardo2017	hsa04659	Th17 cell differentiation	0.0125	0.2375	0.1625	0.25
Calvert2016	hsa04659	Th17 cell differentiation	0.0875	0.2375	0.1625	0.25
Donertas2018	hsa04659	Th17 cell differentiation	0.2375	0.2375	0.1625	0.25
Fernandes2016	hsa04659	Th17 cell differentiation	0.0375	0.2375	0.1625	0.25
Fuentealba2018	hsa04659	Th17 cell differentiation	0.125	0.2375	0.1625	0.25
Liu2016	hsa04659	Th17 cell differentiation	0.0875	0.2375	0.1625	0.25
Mofidifar2018	hsa04659	Th17 cell differentiation	0	0.2375	0.1625	0.25
Snell2016	hsa04659	Th17 cell differentiation	0.0375	0.2375	0.1625	0.25
Snell2018	hsa04659	Th17 cell differentiation	0.1	0.2375	0.1625	0.25
Yang2018	hsa04659	Th17 cell differentiation	0	0.2375	0.1625	0.25
Ziehm2017	hsa04659	Th17 cell differentiation	0.1125	0.2375	0.1625	0.25
Aliper2016	hsa04660	T cell receptor signaling pathway	0.09333333333333334	0.25333333333333335	0.24	0.44
Barardo2017	hsa04660	T cell receptor signaling pathway	0.06666666666666667	0.25333333333333335	0.24	0.44
Calvert2016	hsa04660	T cell receptor signaling pathway	0.13333333333333333	0.25333333333333335	0.24	0.44
Donertas2018	hsa04660	T cell receptor signaling pathway	0.2	0.25333333333333335	0.24	0.44
Fernandes2016	hsa04660	T cell receptor signaling pathway	0.10666666666666667	0.25333333333333335	0.24	0.44
Fuentealba2018	hsa04660	T cell receptor signaling pathway	0.17333333333333334	0.25333333333333335	0.24	0.44
Liu2016	hsa04660	T cell receptor signaling pathway	0.09333333333333334	0.25333333333333335	0.24	0.44
Mofidifar2018	hsa04660	T cell receptor signaling pathway	0	0.25333333333333335	0.24	0.44
Snell2016	hsa04660	T cell receptor signaling pathway	0.06666666666666667	0.25333333333333335	0.24	0.44
Snell2018	hsa04660	T cell receptor signaling pathway	0.05333333333333334	0.25333333333333335	0.24	0.44
Yang2018	hsa04660	T cell receptor signaling pathway	0	0.25333333333333335	0.24	0.44
Ziehm2017	hsa04660	T cell receptor signaling pathway	0.25333333333333335	0.25333333333333335	0.24	0.44
Aliper2016	hsa04662	B cell receptor signaling pathway	0.06521739130434782	0.30434782608695654	0.32608695652173914	0.41304347826086957
Barardo2017	hsa04662	B cell receptor signaling pathway	0.10869565217391304	0.30434782608695654	0.32608695652173914	0.41304347826086957
Calvert2016	hsa04662	B cell receptor signaling pathway	0.13043478260869565	0.30434782608695654	0.32608695652173914	0.41304347826086957
Donertas2018	hsa04662	B cell receptor signaling pathway	0.13043478260869565	0.30434782608695654	0.32608695652173914	0.41304347826086957
Fernandes2016	hsa04662	B cell receptor signaling pathway	0.15217391304347827	0.30434782608695654	0.32608695652173914	0.41304347826086957
Fuentealba2018	hsa04662	B cell receptor signaling pathway	0.17391304347826086	0.30434782608695654	0.32608695652173914	0.41304347826086957
Liu2016	hsa04662	B cell receptor signaling pathway	0.08695652173913043	0.30434782608695654	0.32608695652173914	0.41304347826086957
Mofidifar2018	hsa04662	B cell receptor signaling pathway	0	0.30434782608695654	0.32608695652173914	0.41304347826086957
Snell2016	hsa04662	B cell receptor signaling pathway	0.043478260869565216	0.30434782608695654	0.32608695652173914	0.41304347826086957
Snell2018	hsa04662	B cell receptor signaling pathway	0.06521739130434782	0.30434782608695654	0.32608695652173914	0.41304347826086957
Yang2018	hsa04662	B cell receptor signaling pathway	0	0.30434782608695654	0.32608695652173914	0.41304347826086957
Ziehm2017	hsa04662	B cell receptor signaling pathway	0.2608695652173913	0.30434782608695654	0.32608695652173914	0.41304347826086957
Aliper2016	hsa04664	Fc epsilon RI signaling pathway	0.13725490196078433	0.27450980392156865	0.3137254901960784	0.5294117647058824
Barardo2017	hsa04664	Fc epsilon RI signaling pathway	0.0784313725490196	0.27450980392156865	0.3137254901960784	0.5294117647058824
Calvert2016	hsa04664	Fc epsilon RI signaling pathway	0.13725490196078433	0.27450980392156865	0.3137254901960784	0.5294117647058824
Donertas2018	hsa04664	Fc epsilon RI signaling pathway	0.21568627450980393	0.27450980392156865	0.3137254901960784	0.5294117647058824
Fernandes2016	hsa04664	Fc epsilon RI signaling pathway	0.1568627450980392	0.27450980392156865	0.3137254901960784	0.5294117647058824
Fuentealba2018	hsa04664	Fc epsilon RI signaling pathway	0.19607843137254902	0.27450980392156865	0.3137254901960784	0.5294117647058824
Liu2016	hsa04664	Fc epsilon RI signaling pathway	0.09803921568627451	0.27450980392156865	0.3137254901960784	0.5294117647058824
Mofidifar2018	hsa04664	Fc epsilon RI signaling pathway	0	0.27450980392156865	0.3137254901960784	0.5294117647058824
Snell2016	hsa04664	Fc epsilon RI signaling pathway	0.11764705882352941	0.27450980392156865	0.3137254901960784	0.5294117647058824
Snell2018	hsa04664	Fc epsilon RI signaling pathway	0.0784313725490196	0.27450980392156865	0.3137254901960784	0.5294117647058824
Yang2018	hsa04664	Fc epsilon RI signaling pathway	0	0.27450980392156865	0.3137254901960784	0.5294117647058824
Ziehm2017	hsa04664	Fc epsilon RI signaling pathway	0.3333333333333333	0.27450980392156865	0.3137254901960784	0.5294117647058824
Aliper2016	hsa04666	Fc gamma R-mediated phagocytosis	0.0425531914893617	0.19148936170212766	0.23404255319148937	0.3617021276595745
Barardo2017	hsa04666	Fc gamma R-mediated phagocytosis	0.0425531914893617	0.19148936170212766	0.23404255319148937	0.3617021276595745
Calvert2016	hsa04666	Fc gamma R-mediated phagocytosis	0.1276595744680851	0.19148936170212766	0.23404255319148937	0.3617021276595745
Donertas2018	hsa04666	Fc gamma R-mediated phagocytosis	0.1276595744680851	0.19148936170212766	0.23404255319148937	0.3617021276595745
Fernandes2016	hsa04666	Fc gamma R-mediated phagocytosis	0.0851063829787234	0.19148936170212766	0.23404255319148937	0.3617021276595745
Fuentealba2018	hsa04666	Fc gamma R-mediated phagocytosis	0.14893617021276595	0.19148936170212766	0.23404255319148937	0.3617021276595745
Liu2016	hsa04666	Fc gamma R-mediated phagocytosis	0.10638297872340426	0.19148936170212766	0.23404255319148937	0.3617021276595745
Mofidifar2018	hsa04666	Fc gamma R-mediated phagocytosis	0	0.19148936170212766	0.23404255319148937	0.3617021276595745
Snell2016	hsa04666	Fc gamma R-mediated phagocytosis	0.02127659574468085	0.19148936170212766	0.23404255319148937	0.3617021276595745
Snell2018	hsa04666	Fc gamma R-mediated phagocytosis	0.0425531914893617	0.19148936170212766	0.23404255319148937	0.3617021276595745
Yang2018	hsa04666	Fc gamma R-mediated phagocytosis	0	0.19148936170212766	0.23404255319148937	0.3617021276595745
Ziehm2017	hsa04666	Fc gamma R-mediated phagocytosis	0.2127659574468085	0.19148936170212766	0.23404255319148937	0.3617021276595745
Aliper2016	hsa04668	TNF signaling pathway	0.07692307692307693	0.2564102564102564	0.15384615384615385	0.3974358974358974
Barardo2017	hsa04668	TNF signaling pathway	0.0641025641025641	0.2564102564102564	0.15384615384615385	0.3974358974358974
Calvert2016	hsa04668	TNF signaling pathway	0.07692307692307693	0.2564102564102564	0.15384615384615385	0.3974358974358974
Donertas2018	hsa04668	TNF signaling pathway	0.1794871794871795	0.2564102564102564	0.15384615384615385	0.3974358974358974
Fernandes2016	hsa04668	TNF signaling pathway	0.07692307692307693	0.2564102564102564	0.15384615384615385	0.3974358974358974
Fuentealba2018	hsa04668	TNF signaling pathway	0.0641025641025641	0.2564102564102564	0.15384615384615385	0.3974358974358974
Liu2016	hsa04668	TNF signaling pathway	0.11538461538461539	0.2564102564102564	0.15384615384615385	0.3974358974358974
Mofidifar2018	hsa04668	TNF signaling pathway	0	0.2564102564102564	0.15384615384615385	0.3974358974358974
Snell2016	hsa04668	TNF signaling pathway	0.08974358974358974	0.2564102564102564	0.15384615384615385	0.3974358974358974
Snell2018	hsa04668	TNF signaling pathway	0.07692307692307693	0.2564102564102564	0.15384615384615385	0.3974358974358974
Yang2018	hsa04668	TNF signaling pathway	0	0.2564102564102564	0.15384615384615385	0.3974358974358974
Ziehm2017	hsa04668	TNF signaling pathway	0.14102564102564102	0.2564102564102564	0.15384615384615385	0.3974358974358974
Aliper2016	hsa04670	Leukocyte transendothelial migration	0.09803921568627451	0.21568627450980393	0.1568627450980392	0.37254901960784315
Barardo2017	hsa04670	Leukocyte transendothelial migration	0.0392156862745098	0.21568627450980393	0.1568627450980392	0.37254901960784315
Calvert2016	hsa04670	Leukocyte transendothelial migration	0.0784313725490196	0.21568627450980393	0.1568627450980392	0.37254901960784315
Donertas2018	hsa04670	Leukocyte transendothelial migration	0.17647058823529413	0.21568627450980393	0.1568627450980392	0.37254901960784315
Fernandes2016	hsa04670	Leukocyte transendothelial migration	0.058823529411764705	0.21568627450980393	0.1568627450980392	0.37254901960784315
Fuentealba2018	hsa04670	Leukocyte transendothelial migration	0.058823529411764705	0.21568627450980393	0.1568627450980392	0.37254901960784315
Liu2016	hsa04670	Leukocyte transendothelial migration	0.17647058823529413	0.21568627450980393	0.1568627450980392	0.37254901960784315
Mofidifar2018	hsa04670	Leukocyte transendothelial migration	0	0.21568627450980393	0.1568627450980392	0.37254901960784315
Snell2016	hsa04670	Leukocyte transendothelial migration	0.0196078431372549	0.21568627450980393	0.1568627450980392	0.37254901960784315
Snell2018	hsa04670	Leukocyte transendothelial migration	0.0196078431372549	0.21568627450980393	0.1568627450980392	0.37254901960784315
Yang2018	hsa04670	Leukocyte transendothelial migration	0	0.21568627450980393	0.1568627450980392	0.37254901960784315
Ziehm2017	hsa04670	Leukocyte transendothelial migration	0.21568627450980393	0.21568627450980393	0.1568627450980392	0.37254901960784315
Aliper2016	hsa04672	Intestinal immune network for IgA production	0.030303030303030304	0.09090909090909091	0.030303030303030304	0.21212121212121213
Barardo2017	hsa04672	Intestinal immune network for IgA production	0	0.09090909090909091	0.030303030303030304	0.21212121212121213
Calvert2016	hsa04672	Intestinal immune network for IgA production	0.12121212121212122	0.09090909090909091	0.030303030303030304	0.21212121212121213
Donertas2018	hsa04672	Intestinal immune network for IgA production	0.15151515151515152	0.09090909090909091	0.030303030303030304	0.21212121212121213
Fernandes2016	hsa04672	Intestinal immune network for IgA production	0	0.09090909090909091	0.030303030303030304	0.21212121212121213
Fuentealba2018	hsa04672	Intestinal immune network for IgA production	0.15151515151515152	0.09090909090909091	0.030303030303030304	0.21212121212121213
Liu2016	hsa04672	Intestinal immune network for IgA production	0.06060606060606061	0.09090909090909091	0.030303030303030304	0.21212121212121213
Mofidifar2018	hsa04672	Intestinal immune network for IgA production	0	0.09090909090909091	0.030303030303030304	0.21212121212121213
Snell2016	hsa04672	Intestinal immune network for IgA production	0.09090909090909091	0.09090909090909091	0.030303030303030304	0.21212121212121213
Snell2018	hsa04672	Intestinal immune network for IgA production	0.09090909090909091	0.09090909090909091	0.030303030303030304	0.21212121212121213
Yang2018	hsa04672	Intestinal immune network for IgA production	0	0.09090909090909091	0.030303030303030304	0.21212121212121213
Ziehm2017	hsa04672	Intestinal immune network for IgA production	0.030303030303030304	0.09090909090909091	0.030303030303030304	0.21212121212121213
Aliper2016	hsa04710	Circadian rhythm	0	0.13333333333333333	0.26666666666666666	0.26666666666666666
Barardo2017	hsa04710	Circadian rhythm	0	0.13333333333333333	0.26666666666666666	0.26666666666666666
Calvert2016	hsa04710	Circadian rhythm	0.13333333333333333	0.13333333333333333	0.26666666666666666	0.26666666666666666
Donertas2018	hsa04710	Circadian rhythm	0.26666666666666666	0.13333333333333333	0.26666666666666666	0.26666666666666666
Fernandes2016	hsa04710	Circadian rhythm	0	0.13333333333333333	0.26666666666666666	0.26666666666666666
Fuentealba2018	hsa04710	Circadian rhythm	0.06666666666666667	0.13333333333333333	0.26666666666666666	0.26666666666666666
Liu2016	hsa04710	Circadian rhythm	0.06666666666666667	0.13333333333333333	0.26666666666666666	0.26666666666666666
Mofidifar2018	hsa04710	Circadian rhythm	0	0.13333333333333333	0.26666666666666666	0.26666666666666666
Snell2016	hsa04710	Circadian rhythm	0.06666666666666667	0.13333333333333333	0.26666666666666666	0.26666666666666666
Snell2018	hsa04710	Circadian rhythm	0	0.13333333333333333	0.26666666666666666	0.26666666666666666
Yang2018	hsa04710	Circadian rhythm	0	0.13333333333333333	0.26666666666666666	0.26666666666666666
Ziehm2017	hsa04710	Circadian rhythm	0	0.13333333333333333	0.26666666666666666	0.26666666666666666
Aliper2016	hsa04713	Circadian entrainment	0.057692307692307696	0.09615384615384616	0.21153846153846154	0.17307692307692307
Barardo2017	hsa04713	Circadian entrainment	0	0.09615384615384616	0.21153846153846154	0.17307692307692307
Calvert2016	hsa04713	Circadian entrainment	0.019230769230769232	0.09615384615384616	0.21153846153846154	0.17307692307692307
Donertas2018	hsa04713	Circadian entrainment	0.038461538461538464	0.09615384615384616	0.21153846153846154	0.17307692307692307
Fernandes2016	hsa04713	Circadian entrainment	0.019230769230769232	0.09615384615384616	0.21153846153846154	0.17307692307692307
Fuentealba2018	hsa04713	Circadian entrainment	0.019230769230769232	0.09615384615384616	0.21153846153846154	0.17307692307692307
Liu2016	hsa04713	Circadian entrainment	0.057692307692307696	0.09615384615384616	0.21153846153846154	0.17307692307692307
Mofidifar2018	hsa04713	Circadian entrainment	0	0.09615384615384616	0.21153846153846154	0.17307692307692307
Snell2016	hsa04713	Circadian entrainment	0	0.09615384615384616	0.21153846153846154	0.17307692307692307
Snell2018	hsa04713	Circadian entrainment	0.038461538461538464	0.09615384615384616	0.21153846153846154	0.17307692307692307
Yang2018	hsa04713	Circadian entrainment	0	0.09615384615384616	0.21153846153846154	0.17307692307692307
Ziehm2017	hsa04713	Circadian entrainment	0	0.09615384615384616	0.21153846153846154	0.17307692307692307
Aliper2016	hsa04714	Thermogenesis	0.03508771929824561	0.12280701754385964	0.2894736842105263	0.17543859649122806
Barardo2017	hsa04714	Thermogenesis	0.017543859649122806	0.12280701754385964	0.2894736842105263	0.17543859649122806
Calvert2016	hsa04714	Thermogenesis	0.07017543859649122	0.12280701754385964	0.2894736842105263	0.17543859649122806
Donertas2018	hsa04714	Thermogenesis	0.11403508771929824	0.12280701754385964	0.2894736842105263	0.17543859649122806
Fernandes2016	hsa04714	Thermogenesis	0.07017543859649122	0.12280701754385964	0.2894736842105263	0.17543859649122806
Fuentealba2018	hsa04714	Thermogenesis	0.05263157894736842	0.12280701754385964	0.2894736842105263	0.17543859649122806
Liu2016	hsa04714	Thermogenesis	0.02631578947368421	0.12280701754385964	0.2894736842105263	0.17543859649122806
Mofidifar2018	hsa04714	Thermogenesis	0	0.12280701754385964	0.2894736842105263	0.17543859649122806
Snell2016	hsa04714	Thermogenesis	0.03508771929824561	0.12280701754385964	0.2894736842105263	0.17543859649122806
Snell2018	hsa04714	Thermogenesis	0.02631578947368421	0.12280701754385964	0.2894736842105263	0.17543859649122806
Yang2018	hsa04714	Thermogenesis	0.008771929824561403	0.12280701754385964	0.2894736842105263	0.17543859649122806
Ziehm2017	hsa04714	Thermogenesis	0.09649122807017543	0.12280701754385964	0.2894736842105263	0.17543859649122806
Aliper2016	hsa04720	Long-term potentiation	0.10204081632653061	0.10204081632653061	0.32653061224489793	0.2653061224489796
Barardo2017	hsa04720	Long-term potentiation	0.02040816326530612	0.10204081632653061	0.32653061224489793	0.2653061224489796
Calvert2016	hsa04720	Long-term potentiation	0.061224489795918366	0.10204081632653061	0.32653061224489793	0.2653061224489796
Donertas2018	hsa04720	Long-term potentiation	0.08163265306122448	0.10204081632653061	0.32653061224489793	0.2653061224489796
Fernandes2016	hsa04720	Long-term potentiation	0.10204081632653061	0.10204081632653061	0.32653061224489793	0.2653061224489796
Fuentealba2018	hsa04720	Long-term potentiation	0.14285714285714285	0.10204081632653061	0.32653061224489793	0.2653061224489796
Liu2016	hsa04720	Long-term potentiation	0.061224489795918366	0.10204081632653061	0.32653061224489793	0.2653061224489796
Mofidifar2018	hsa04720	Long-term potentiation	0	0.10204081632653061	0.32653061224489793	0.2653061224489796
Snell2016	hsa04720	Long-term potentiation	0.061224489795918366	0.10204081632653061	0.32653061224489793	0.2653061224489796
Snell2018	hsa04720	Long-term potentiation	0.061224489795918366	0.10204081632653061	0.32653061224489793	0.2653061224489796
Yang2018	hsa04720	Long-term potentiation	0	0.10204081632653061	0.32653061224489793	0.2653061224489796
Ziehm2017	hsa04720	Long-term potentiation	0.14285714285714285	0.10204081632653061	0.32653061224489793	0.2653061224489796
Aliper2016	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Barardo2017	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Calvert2016	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Donertas2018	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Fernandes2016	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Fuentealba2018	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Liu2016	hsa04721	Synaptic vesicle cycle	0.25	0.125	0.125	0.25
Mofidifar2018	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Snell2016	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Snell2018	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Yang2018	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Ziehm2017	hsa04721	Synaptic vesicle cycle	0	0.125	0.125	0.25
Aliper2016	hsa04722	Neurotrophin signaling pathway	0.09876543209876543	0.38271604938271603	0.24691358024691357	0.4074074074074074
Barardo2017	hsa04722	Neurotrophin signaling pathway	0.12345679012345678	0.38271604938271603	0.24691358024691357	0.4074074074074074
Calvert2016	hsa04722	Neurotrophin signaling pathway	0.1728395061728395	0.38271604938271603	0.24691358024691357	0.4074074074074074
Donertas2018	hsa04722	Neurotrophin signaling pathway	0.2222222222222222	0.38271604938271603	0.24691358024691357	0.4074074074074074
Fernandes2016	hsa04722	Neurotrophin signaling pathway	0.13580246913580246	0.38271604938271603	0.24691358024691357	0.4074074074074074
Fuentealba2018	hsa04722	Neurotrophin signaling pathway	0.18518518518518517	0.38271604938271603	0.24691358024691357	0.4074074074074074
Liu2016	hsa04722	Neurotrophin signaling pathway	0.13580246913580246	0.38271604938271603	0.24691358024691357	0.4074074074074074
Mofidifar2018	hsa04722	Neurotrophin signaling pathway	0	0.38271604938271603	0.24691358024691357	0.4074074074074074
Snell2016	hsa04722	Neurotrophin signaling pathway	0.07407407407407407	0.38271604938271603	0.24691358024691357	0.4074074074074074
Snell2018	hsa04722	Neurotrophin signaling pathway	0.09876543209876543	0.38271604938271603	0.24691358024691357	0.4074074074074074
Yang2018	hsa04722	Neurotrophin signaling pathway	0	0.38271604938271603	0.24691358024691357	0.4074074074074074
Ziehm2017	hsa04722	Neurotrophin signaling pathway	0.24691358024691357	0.38271604938271603	0.24691358024691357	0.4074074074074074
Aliper2016	hsa04723	Retrograde endocannabinoid signaling	0.018018018018018018	0.08108108108108109	0.22522522522522523	0.0990990990990991
Barardo2017	hsa04723	Retrograde endocannabinoid signaling	0	0.08108108108108109	0.22522522522522523	0.0990990990990991
Calvert2016	hsa04723	Retrograde endocannabinoid signaling	0.009009009009009009	0.08108108108108109	0.22522522522522523	0.0990990990990991
Donertas2018	hsa04723	Retrograde endocannabinoid signaling	0.036036036036036036	0.08108108108108109	0.22522522522522523	0.0990990990990991
Fernandes2016	hsa04723	Retrograde endocannabinoid signaling	0.018018018018018018	0.08108108108108109	0.22522522522522523	0.0990990990990991
Fuentealba2018	hsa04723	Retrograde endocannabinoid signaling	0.018018018018018018	0.08108108108108109	0.22522522522522523	0.0990990990990991
Liu2016	hsa04723	Retrograde endocannabinoid signaling	0.06306306306306306	0.08108108108108109	0.22522522522522523	0.0990990990990991
Mofidifar2018	hsa04723	Retrograde endocannabinoid signaling	0	0.08108108108108109	0.22522522522522523	0.0990990990990991
Snell2016	hsa04723	Retrograde endocannabinoid signaling	0.009009009009009009	0.08108108108108109	0.22522522522522523	0.0990990990990991
Snell2018	hsa04723	Retrograde endocannabinoid signaling	0.02702702702702703	0.08108108108108109	0.22522522522522523	0.0990990990990991
Yang2018	hsa04723	Retrograde endocannabinoid signaling	0	0.08108108108108109	0.22522522522522523	0.0990990990990991
Ziehm2017	hsa04723	Retrograde endocannabinoid signaling	0.036036036036036036	0.08108108108108109	0.22522522522522523	0.0990990990990991
Aliper2016	hsa04724	Glutamatergic synapse	0.031746031746031744	0.06349206349206349	0.23809523809523808	0.15873015873015872
Barardo2017	hsa04724	Glutamatergic synapse	0	0.06349206349206349	0.23809523809523808	0.15873015873015872
Calvert2016	hsa04724	Glutamatergic synapse	0	0.06349206349206349	0.23809523809523808	0.15873015873015872
Donertas2018	hsa04724	Glutamatergic synapse	0.015873015873015872	0.06349206349206349	0.23809523809523808	0.15873015873015872
Fernandes2016	hsa04724	Glutamatergic synapse	0.015873015873015872	0.06349206349206349	0.23809523809523808	0.15873015873015872
Fuentealba2018	hsa04724	Glutamatergic synapse	0.015873015873015872	0.06349206349206349	0.23809523809523808	0.15873015873015872
Liu2016	hsa04724	Glutamatergic synapse	0.14285714285714285	0.06349206349206349	0.23809523809523808	0.15873015873015872
Mofidifar2018	hsa04724	Glutamatergic synapse	0	0.06349206349206349	0.23809523809523808	0.15873015873015872
Snell2016	hsa04724	Glutamatergic synapse	0.015873015873015872	0.06349206349206349	0.23809523809523808	0.15873015873015872
Snell2018	hsa04724	Glutamatergic synapse	0.031746031746031744	0.06349206349206349	0.23809523809523808	0.15873015873015872
Yang2018	hsa04724	Glutamatergic synapse	0	0.06349206349206349	0.23809523809523808	0.15873015873015872
Ziehm2017	hsa04724	Glutamatergic synapse	0	0.06349206349206349	0.23809523809523808	0.15873015873015872
